Counties,Student_Origin,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Countries,Study_Mode,Institute
Donegal,Cork,12.0,6.0,5.0,6.0,7.0,9.0,7.0,6.0,3.0,4.0,6.0,3.0,4.0,6.0,8.0,8.0,10.0,11.0,0,0,0
Donegal,Kerry,5.0,4.0,5.0,4.0,2.0,5.0,6.0,5.0,2.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,3.0,0,0,0
Donegal,Limerick,6.0,4.0,2.0,1.0,2.0,1.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,11.0,9.0,7.0,0,0,0
Donegal,Tipperary,4.0,4.0,5.0,3.0,5.0,6.0,5.0,6.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,5.0,2.0,2.0,0,0,0
Donegal,Waterford,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,0
Donegal,Galway,55.0,42.0,31.0,29.0,26.0,33.0,28.0,33.0,28.0,31.0,38.0,32.0,35.0,45.0,42.0,37.0,45.0,35.0,0,0,0
Donegal,Leitrim,39.0,52.0,46.0,43.0,48.0,37.0,38.0,34.0,28.0,26.0,29.0,23.0,30.0,43.0,43.0,45.0,51.0,40.0,0,0,0
Donegal,Mayo,80.0,70.0,74.0,83.0,96.0,91.0,108.0,92.0,87.0,90.0,94.0,86.0,94.0,88.0,99.0,95.0,89.0,80.0,0,0,0
Donegal,Roscommon,49.0,38.0,32.0,24.0,34.0,27.0,23.0,24.0,18.0,23.0,23.0,29.0,29.0,37.0,35.0,47.0,48.0,47.0,0,0,0
Donegal,Sligo,97.0,83.0,88.0,89.0,84.0,89.0,92.0,98.0,68.0,69.0,44.0,69.0,91.0,96.0,104.0,115.0,104.0,95.0,0,0,0
Donegal,Cavan,56.0,53.0,39.0,45.0,49.0,36.0,35.0,27.0,22.0,24.0,24.0,25.0,26.0,45.0,45.0,55.0,61.0,56.0,0,0,0
Donegal,Donegal,1401.0,1547.0,1540.0,1506.0,1593.0,1422.0,1520.0,1551.0,1414.0,1672.0,1920.0,1977.0,1905.0,1939.0,1978.0,2134.0,2165.0,2183.0,0,0,0
Donegal,Monaghan,100.0,93.0,86.0,87.0,90.0,86.0,83.0,84.0,68.0,66.0,73.0,76.0,81.0,107.0,107.0,115.0,124.0,104.0,0,0,0
Donegal,Antrim,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0
Donegal,Armagh,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
Donegal,Derry,5.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,8.0,12.0,6.0,10.0,13.0,21.0,30.0,0,0,0
Donegal,Down,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,0
Donegal,Fermanagh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,0,0,0
Donegal,Tyrone,1.0,7.0,9.0,6.0,3.0,1.0,3.0,6.0,2.0,9.0,5.0,7.0,4.0,7.0,4.0,8.0,9.0,12.0,0,0,0
Donegal,Origin unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,11.0,2.0,1.0,2.0,0,0,0
0,0,122395.0,126300.0,131812.0,137323.0,143271.0,143546.0,145287.0,149502.0,147926.0,150674.0,164759.0,169317.0,166574.0,168640.0,173462.0,182623.0,188178.0,189147.0,All countries,0,0
0,0,1858.0,1705.0,466.0,534.0,1165.0,655.0,416.0,2025.0,1241.0,221.0,426.0,1553.0,322.0,413.0,251.0,691.0,1674.0,677.0,Origin unknown,0,0
0,0,54.0,53.0,33.0,26.0,43.0,50.0,59.0,68.0,42.0,49.0,37.0,43.0,37.0,48.0,52.0,51.0,60.0,47.0,Austria,0,0
0,0,63.0,74.0,70.0,65.0,74.0,65.0,79.0,86.0,58.0,57.0,73.0,79.0,74.0,87.0,118.0,134.0,126.0,110.0,Belgium,0,0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,28.0,33.0,12.0,20.0,24.0,24.0,18.0,23.0,Bulgaria,0,0
0,0,133.0,178.0,211.0,270.0,327.0,359.0,416.0,491.0,575.0,419.0,612.0,666.0,714.0,961.0,1070.0,1095.0,1279.0,1355.0,Canada,0,0
0,0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,19.0,14.0,11.0,12.0,15.0,13.0,10.0,19.0,24.0,32.0,22.0,Cyprus,0,0
0,0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,36.0,29.0,41.0,28.0,29.0,16.0,16.0,17.0,18.0,17.0,13.0,Czech Republic,0,0
0,0,474.0,497.0,497.0,474.0,638.0,660.0,715.0,773.0,467.0,537.0,531.0,594.0,452.0,487.0,543.0,676.0,634.0,707.0,Germany,0,0
0,0,24.0,26.0,21.0,20.0,18.0,26.0,25.0,24.0,21.0,34.0,33.0,38.0,23.0,16.0,19.0,18.0,17.0,19.0,Denmark,0,0
0,0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,20.0,13.0,13.0,11.0,8.0,8.0,13.0,13.0,15.0,10.0,12.0,Estonia,0,0
0,0,221.0,221.0,253.0,241.0,275.0,350.0,388.0,350.0,187.0,193.0,207.0,240.0,173.0,155.0,152.0,264.0,280.0,274.0,Spain,0,0
0,0,84.0,95.0,89.0,97.0,97.0,76.0,77.0,76.0,41.0,48.0,40.0,56.0,37.0,25.0,26.0,34.0,42.0,48.0,Finland,0,0
0,0,555.0,552.0,556.0,499.0,601.0,700.0,801.0,855.0,450.0,521.0,466.0,590.0,452.0,496.0,459.0,785.0,829.0,939.0,France,0,0
0,0,1809.0,1939.0,1960.0,2132.0,2165.0,2254.0,2119.0,2282.0,2270.0,2150.0,2313.0,2146.0,1981.0,1999.0,2146.0,2262.0,2421.0,1983.0,United Kingdom,0,0
0,0,33.0,43.0,46.0,49.0,45.0,53.0,52.0,48.0,52.0,65.0,37.0,59.0,58.0,71.0,70.0,72.0,63.0,68.0,Greece,0,0
0,0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,27.0,21.0,36.0,42.0,35.0,25.0,22.0,30.0,35.0,49.0,51.0,Hungary,0,0
0,0,113265.0,116388.0,122140.0,126588.0,130573.0,129556.0,131627.0,132744.0,134286.0,138532.0,151364.0,154466.0,154826.0,154360.0,155956.0,159945.0,164308.0,163975.0,Ireland,0,0
0,0,127.0,135.0,143.0,154.0,146.0,199.0,226.0,278.0,233.0,290.0,263.0,318.0,232.0,216.0,259.0,308.0,367.0,432.0,Italy,0,0
0,0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,51.0,40.0,51.0,54.0,69.0,47.0,48.0,69.0,80.0,72.0,52.0,Lithuania,0,0
0,0,17.0,22.0,11.0,8.0,11.0,10.0,12.0,14.0,10.0,18.0,16.0,17.0,21.0,18.0,37.0,46.0,60.0,89.0,Luxembourg,0,0
0,0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,29.0,18.0,19.0,33.0,37.0,21.0,23.0,43.0,41.0,34.0,26.0,Latvia,0,0
0,0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,6.0,14.0,10.0,23.0,18.0,11.0,9.0,20.0,9.0,11.0,Malta,0,0
0,0,57.0,55.0,58.0,57.0,67.0,80.0,79.0,91.0,62.0,70.0,75.0,78.0,61.0,66.0,75.0,87.0,106.0,97.0,Netherlands,0,0
0,0,0.0,0.0,0.0,0.0,0.0,120.0,174.0,253.0,209.0,248.0,251.0,252.0,129.0,137.0,200.0,216.0,205.0,127.0,Poland,0,0
0,0,23.0,54.0,9.0,15.0,24.0,17.0,18.0,48.0,33.0,33.0,44.0,42.0,32.0,41.0,44.0,49.0,59.0,62.0,Portugal,0,0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,109.0,97.0,92.0,60.0,40.0,46.0,81.0,73.0,78.0,Romania,0,0
0,0,65.0,81.0,71.0,73.0,62.0,90.0,80.0,104.0,71.0,52.0,50.0,59.0,34.0,26.0,26.0,68.0,51.0,70.0,Sweden,0,0
0,0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,8.0,8.0,6.0,3.0,8.0,8.0,12.0,12.0,18.0,12.0,Slovenia,0,0
0,0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,19.0,16.0,30.0,29.0,28.0,18.0,18.0,20.0,26.0,22.0,17.0,Slovakia,0,0
0,0,1580.0,1825.0,1768.0,1953.0,2006.0,2168.0,2051.0,2500.0,2802.0,2538.0,2718.0,2619.0,2268.0,2381.0,3122.0,3447.0,4288.0,4532.0,United States,0,0
0,0,304.0,415.0,498.0,596.0,589.0,714.0,723.0,774.0,582.0,675.0,711.0,667.0,431.0,554.0,594.0,1042.0,780.0,920.0,Africa (1),0,0
0,0,1268.0,1399.0,2290.0,2763.0,3569.0,4519.0,4318.0,4687.0,3466.0,3094.0,3599.0,3782.0,3608.0,5363.0,6539.0,8728.0,8332.0,10547.0,Asia (1),0,0
0,0,70.0,81.0,72.0,67.0,63.0,74.0,69.0,70.0,95.0,75.0,106.0,72.0,61.0,81.0,110.0,102.0,116.0,84.0,Australasia (1),0,0
0,0,44.0,62.0,76.0,82.0,80.0,95.0,99.0,128.0,116.0,110.0,157.0,116.0,113.0,172.0,1019.0,1610.0,1339.0,1156.0,America (1),0,0
0,0,116871.0,120235.0,125957.0,130498.0,134839.0,134450.0,136683.0,138306.0,138754.0,143263.0,156150.0,159449.0,158868.0,158477.0,160484.0,165391.0,170002.0,169381.0,EU 27,0,0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78577.0,82298.0,87623.0,89273.0,89928.0,90341.0,93023.0,95120.0,100793.0,105051.0,0,Full-time Enrolments to Third Level Courses (Number),Aided university sector
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14647.0,14703.0,13936.0,13915.0,15767.0,16834.0,15547.0,15655.0,15574.0,16509.0,0,Part-time Enrolments to Third Level Courses (Number),Aided university sector
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18461.0,19760.0,19986.0,20147.0,19743.0,20267.0,20753.0,20992.0,22461.0,23026.0,0,Entrants to Third Level Courses (Number),Aided university sector
0,0,11122.0,11694.0,12001.0,12492.0,12993.0,13611.0,13766.0,14165.0,14559.0,15076.0,15780.0,15979.0,16006.0,15906.0,15816.0,16102.0,16741.0,16976.0,0,Full-time Enrolments to Third Level Courses (Number),"National University of Ireland, Cork"
0,0,772.0,1200.0,1226.0,1273.0,1314.0,1603.0,1393.0,1379.0,1319.0,1326.0,1226.0,1238.0,2082.0,2614.0,3113.0,2946.0,2780.0,2824.0,0,Part-time Enrolments to Third Level Courses (Number),"National University of Ireland, Cork"
0,0,2695.0,2681.0,2733.0,2695.0,2907.0,3108.0,3053.0,3407.0,3888.0,3860.0,3334.0,3951.0,3846.0,3804.0,3855.0,3512.0,3568.0,3554.0,0,Entrants to Third Level Courses (Number),"National University of Ireland, Cork"
0,0,15088.0,14974.0,15316.0,15888.0,16313.0,16314.0,16422.0,16875.0,17443.0,18104.0,19358.0,19454.0,19536.0,20054.0,21237.0,21232.0,21776.0,22334.0,0,Full-time Enrolments to Third Level Courses (Number),"National University of Ireland, Dublin"
0,0,3269.0,2936.0,4291.0,4271.0,4295.0,6145.0,6005.0,5317.0,4303.0,4340.0,4297.0,4146.0,3963.0,3877.0,3346.0,3579.0,3878.0,3918.0,0,Part-time Enrolments to Third Level Courses (Number),"National University of Ireland, Dublin"
0,0,3414.0,3529.0,3493.0,3603.0,3558.0,3578.0,3559.0,3875.0,4086.0,4358.0,4590.0,4151.0,4013.0,4234.0,4240.0,4207.0,4401.0,4434.0,0,Entrants to Third Level Courses (Number),"National University of Ireland, Dublin"
0,0,8655.0,9267.0,10093.0,11020.0,11368.0,11661.0,11739.0,11753.0,11850.0,12549.0,13469.0,13733.0,13873.0,13139.0,13818.0,13910.0,14771.0,14716.0,0,Full-time Enrolments to Third Level Courses (Number),"National University of Ireland, Galway"
0,0,1126.0,1183.0,1485.0,1686.0,1620.0,2885.0,2729.0,2754.0,2904.0,2753.0,2618.0,2746.0,2659.0,2788.0,2679.0,3306.0,3086.0,2987.0,0,Part-time Enrolments to Third Level Courses (Number),"National University of Ireland, Galway"
0,0,2105.0,2349.0,2374.0,2492.0,2681.0,2495.0,2428.0,2654.0,2679.0,2957.0,3123.0,3003.0,3017.0,3080.0,2983.0,2991.0,3085.0,3310.0,0,Entrants to Third Level Courses (Number),"National University of Ireland, Galway"
0,0,10896.0,11039.0,11212.0,11628.0,11722.0,12679.0,12939.0,12912.0,13037.0,13506.0,14390.0,14562.0,14482.0,14123.0,13937.0,14225.0,14497.0,14715.0,0,Full-time Enrolments to Third Level Courses (Number),"Trinity College, Dublin"
0,0,2866.0,2758.0,2905.0,2798.0,2587.0,2242.0,2023.0,1789.0,1932.0,1982.0,1783.0,1706.0,1895.0,1735.0,1698.0,1768.0,1801.0,1764.0,0,Part-time Enrolments to Third Level Courses (Number),"Trinity College, Dublin"
0,0,2422.0,2365.0,2348.0,2320.0,2296.0,2395.0,2438.0,2653.0,2617.0,2864.0,3217.0,3019.0,2882.0,2602.0,2879.0,2990.0,2939.0,2971.0,0,Entrants to Third Level Courses (Number),"Trinity College, Dublin"
0,0,4028.0,4200.0,4510.0,4707.0,4956.0,5109.0,5324.0,5343.0,5608.0,6100.0,6647.0,7140.0,7412.0,7582.0,8127.0,8896.0,9485.0,10009.0,0,Full-time Enrolments to Third Level Courses (Number),"National University of Ireland, Maynooth"
0,0,614.0,552.0,606.0,574.0,436.0,694.0,785.0,825.0,922.0,1176.0,1229.0,1182.0,2345.0,1924.0,1611.0,1603.0,1634.0,1912.0,0,Part-time Enrolments to Third Level Courses (Number),"National University of Ireland, Maynooth"
0,0,1186.0,1143.0,1172.0,1194.0,1334.0,1306.0,1412.0,1364.0,1571.0,1798.0,1748.0,1918.0,1849.0,1955.0,2122.0,2427.0,2563.0,2727.0,0,Entrants to Third Level Courses (Number),"National University of Ireland, Maynooth"
0,0,6998.0,7464.0,8218.0,6205.0,6591.0,6041.0,6390.0,6884.0,7280.0,7618.0,8158.0,8211.0,8352.0,8940.0,9209.0,9761.0,11344.0,13885.0,0,Full-time Enrolments to Third Level Courses (Number),Dublin City University
0,0,1174.0,1222.0,1459.0,1445.0,1302.0,1089.0,1366.0,1893.0,1943.0,1965.0,1837.0,1988.0,1959.0,2727.0,1669.0,1262.0,1328.0,2048.0,0,Part-time Enrolments to Third Level Courses (Number),Dublin City University
0,0,2145.0,1735.0,2159.0,1354.0,1459.0,1479.0,1483.0,1637.0,1704.0,1809.0,1880.0,1898.0,2032.0,2302.0,2413.0,2605.0,3413.0,3452.0,0,Entrants to Third Level Courses (Number),Dublin City University
0,0,9394.0,9852.0,10010.0,8142.0,8494.0,10428.0,8457.0,8592.0,8800.0,9345.0,9821.0,10194.0,10267.0,10597.0,10879.0,10994.0,12179.0,12416.0,0,Full-time Enrolments to Third Level Courses (Number),University of Limerick
0,0,1476.0,1457.0,1830.0,1576.0,1512.0,1052.0,1002.0,1126.0,1324.0,1161.0,946.0,909.0,864.0,1169.0,1431.0,1191.0,1067.0,1056.0,0,Part-time Enrolments to Third Level Courses (Number),University of Limerick
0,0,2382.0,2248.0,2206.0,1816.0,1829.0,2367.0,1873.0,1925.0,1916.0,2114.0,2094.0,2207.0,2104.0,2290.0,2261.0,2260.0,2492.0,2578.0,0,Entrants to Third Level Courses (Number),University of Limerick
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51572.0,54464.0,59832.0,62885.0,63874.0,65039.0,66490.0,68324.0,68570.0,67636.0,0,Full-time Enrolments to Third Level Courses (Number),Aided technology sector
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15909.0,15025.0,15450.0,15495.0,15050.0,15866.0,17285.0,17897.0,19337.0,19339.0,0,Part-time Enrolments to Third Level Courses (Number),Aided technology sector
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15687.0,17100.0,18910.0,18719.0,19162.0,19008.0,18881.0,19221.0,19529.0,18930.0,0,Entrants to Third Level Courses (Number),Aided technology sector
0,0,9642.0,9793.0,9873.0,10240.0,10307.0,10353.0,10457.0,10552.0,9961.0,10409.0,11301.0,11733.0,12329.0,12728.0,13251.0,13828.0,14234.0,13964.0,0,Full-time Enrolments to Third Level Courses (Number),Dublin Institute of Technology
0,0,5426.0,5747.0,5443.0,5634.0,5793.0,5328.0,5264.0,0.0,3594.0,3586.0,4020.0,3671.0,3834.0,3963.0,4658.0,4711.0,5089.0,5104.0,0,Part-time Enrolments to Third Level Courses (Number),Dublin Institute of Technology
0,0,3910.0,3928.0,3644.0,3107.0,2950.0,2958.0,2800.0,2741.0,2571.0,2845.0,3166.0,2914.0,3609.0,3540.0,3585.0,3612.0,3683.0,3728.0,0,Entrants to Third Level Courses (Number),Dublin Institute of Technology
0,0,3032.0,3142.0,3282.0,3466.0,3517.0,3269.0,3512.0,3232.0,2837.0,3030.0,3364.0,3695.0,3611.0,3748.0,3926.0,3960.0,3758.0,3546.0,0,Full-time Enrolments to Third Level Courses (Number),Athlone Institute of Technology
0,0,567.0,593.0,841.0,365.0,388.0,276.0,333.0,0.0,1341.0,1263.0,1207.0,1190.0,1015.0,1020.0,971.0,1036.0,1119.0,979.0,0,Part-time Enrolments to Third Level Courses (Number),Athlone Institute of Technology
0,0,1281.0,1205.0,1140.0,1135.0,1035.0,1016.0,1157.0,941.0,855.0,923.0,1170.0,1149.0,1188.0,1207.0,1184.0,1120.0,1059.0,1006.0,0,Entrants to Third Level Courses (Number),Athlone Institute of Technology
0,0,2360.0,2571.0,2539.0,2476.0,2510.0,2474.0,2702.0,2949.0,2845.0,2997.0,3120.0,3366.0,3525.0,3688.0,3826.0,4136.0,4256.0,4290.0,0,Full-time Enrolments to Third Level Courses (Number),"Institute of Technology, Carlow"
0,0,429.0,579.0,1015.0,534.0,513.0,601.0,653.0,0.0,1262.0,1327.0,1162.0,1503.0,1516.0,1681.0,2361.0,2085.0,2564.0,2684.0,0,Part-time Enrolments to Third Level Courses (Number),"Institute of Technology, Carlow"
0,0,1004.0,1137.0,949.0,848.0,845.0,732.0,983.0,1125.0,948.0,969.0,1050.0,1137.0,1189.0,1121.0,1125.0,1099.0,1191.0,1216.0,0,Entrants to Third Level Courses (Number),"Institute of Technology, Carlow"
0,0,5395.0,5615.0,5929.0,6068.0,6108.0,6205.0,5823.0,5710.0,6254.0,6461.0,7313.0,7236.0,7385.0,7326.0,7490.0,7766.0,8009.0,8112.0,0,Full-time Enrolments to Third Level Courses (Number),Cork Institute of Technology
0,0,3148.0,3244.0,3482.0,3187.0,3509.0,3344.0,2935.0,0.0,2338.0,1896.0,1836.0,1953.0,2106.0,2264.0,2510.0,2557.0,2510.0,2658.0,0,Part-time Enrolments to Third Level Courses (Number),Cork Institute of Technology
0,0,1921.0,1988.0,2022.0,1910.0,1652.0,1710.0,1627.0,1527.0,1823.0,1851.0,1832.0,1611.0,1743.0,1786.0,1733.0,1943.0,1978.0,2018.0,0,Entrants to Third Level Courses (Number),Cork Institute of Technology
0,0,2583.0,2355.0,2585.0,2624.0,3111.0,3072.0,3214.0,3287.0,3445.0,3732.0,4148.0,4353.0,4210.0,4178.0,4146.0,4389.0,4387.0,4323.0,0,Full-time Enrolments to Third Level Courses (Number),Dundalk Institute of Technology
0,0,403.0,568.0,499.0,395.0,719.0,735.0,615.0,0.0,596.0,447.0,380.0,307.0,295.0,440.0,421.0,397.0,612.0,654.0,0,Part-time Enrolments to Third Level Courses (Number),Dundalk Institute of Technology
0,0,969.0,935.0,903.0,1018.0,1151.0,1029.0,1166.0,1377.0,1253.0,1249.0,1326.0,1300.0,1260.0,1203.0,1190.0,1342.0,1361.0,1176.0,0,Entrants to Third Level Courses (Number),Dundalk Institute of Technology
0,0,4323.0,4376.0,4436.0,4563.0,4983.0,4338.0,4672.0,4794.0,4847.0,4820.0,5169.0,5517.0,5468.0,5024.0,5202.0,5338.0,5476.0,5487.0,0,Full-time Enrolments to Third Level Courses (Number),Galway - Mayo Institute of Technology
0,0,806.0,698.0,851.0,1090.0,1108.0,1136.0,907.0,0.0,1041.0,957.0,1195.0,973.0,915.0,1032.0,699.0,864.0,951.0,895.0,0,Part-time Enrolments to Third Level Courses (Number),Galway - Mayo Institute of Technology
0,0,1552.0,1517.0,1545.0,1516.0,1786.0,1366.0,1505.0,1678.0,1712.0,1627.0,1809.0,1929.0,1817.0,1570.0,1603.0,1762.0,1754.0,1680.0,0,Entrants to Third Level Courses (Number),Galway - Mayo Institute of Technology
0,0,1851.0,1951.0,1919.0,1927.0,2041.0,1891.0,2069.0,2120.0,1973.0,2286.0,2549.0,2568.0,2478.0,2634.0,2664.0,2904.0,2961.0,2977.0,0,Full-time Enrolments to Third Level Courses (Number),Letterkenny Institute of Technology
